model,measure,kind,signal,case,value,status,raw_output
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,23,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,24,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,25,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,26,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,27,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,28,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,29,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,30,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,31,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,32,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,33,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,34,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,35,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,36,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,37,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,38,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,39,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,40,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,41,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,42,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,43,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,44,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,45,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,46,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,47,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,48,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,49,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,50,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,51,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,52,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,53,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,54,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,55,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,56,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,57,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,58,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,59,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,60,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,61,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,62,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,63,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,64,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,65,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,66,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,67,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,68,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,69,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,70,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,71,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,72,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,73,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,74,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,75,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,76,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,77,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,78,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,79,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,80,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,81,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,82,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,83,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,84,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,85,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,86,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,87,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,88,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,89,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,90,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,91,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,92,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,93,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,94,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,95,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,96,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,97,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,98,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,SCREEN,99,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,0,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,1,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,2,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,3,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,4,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,5,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,6,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,7,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,8,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,9,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,10,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,11,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,12,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,13,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,14,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,15,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,16,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,17,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,18,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,19,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,20,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,21,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,22,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,23,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,24,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,25,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,26,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,27,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,28,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,29,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,30,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,31,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,32,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,33,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,34,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,35,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,36,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,37,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,38,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,39,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,40,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,41,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,42,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,43,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,44,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,45,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,46,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,47,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,48,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,49,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,50,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,51,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,52,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,53,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,54,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,55,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,56,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,57,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,58,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,59,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,60,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,61,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,62,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,63,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,64,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,65,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,66,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,67,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,68,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,69,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,70,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,71,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,72,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,73,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,74,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,75,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,76,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,77,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,78,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,79,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,80,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,81,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,82,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,83,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,84,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,85,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,86,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,87,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,88,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,89,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,90,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,91,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,92,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,93,30.0,ok,30.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,94,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,95,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,96,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,97,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,98,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,AGE,99,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,0,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,1,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,2,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,3,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,4,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,5,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,6,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,7,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,8,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,9,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,10,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,11,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,12,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,13,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,14,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,15,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,16,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,17,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,18,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,19,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,20,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,21,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,22,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,23,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,24,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,25,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,26,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,27,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,28,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,29,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,30,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,31,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,32,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,33,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,34,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,35,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,36,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,37,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,38,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,39,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,40,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,41,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,42,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,43,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,44,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,45,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,46,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,47,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,48,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,49,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,50,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,51,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,52,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,53,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,54,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,55,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,56,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,57,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,58,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,59,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,60,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,61,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,62,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,63,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,64,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,65,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,66,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,67,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,68,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,69,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,70,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,71,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,72,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,73,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,74,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,75,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,76,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,77,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,78,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,79,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,80,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,81,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,82,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,83,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,84,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,85,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,86,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,87,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,88,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,89,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,90,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,91,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,92,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,93,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,94,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,95,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,96,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,97,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,98,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,DEAF,99,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,0,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,1,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,2,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,3,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,4,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,5,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,6,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,7,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,8,35.6,ok,35.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,9,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,10,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,11,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,12,45.0,ok,45.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,13,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,14,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,15,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,16,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,17,45.6,ok,45.6
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,18,35.0,ok,35.0
Qwen/Qwen2.5-7B-Instruct,CHURN,probability,ADHD,19,35.0,ok,35.0
