judge,judge_key,answer_model,question_id,comparison,order,lp_A,lp_B,letter_mass,words_changed,words_reference
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,IDENTITY,chg_B,-0.000067,-9.750067,0.999992,228,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,NONE_vs_CONTROL,chg_A,-0.000555,-7.500555,0.999998,236,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,NONE_vs_CONTROL,chg_B,-0.000075,-9.500075,1.000000,236,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,SCREEN,chg_A,-0.000159,-8.750159,0.999999,236,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,SCREEN,chg_B,-0.011051,-4.511051,0.999997,236,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,AGE,chg_A,-0.023247,-3.773247,0.999999,221,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,AGE,chg_B,-0.079069,-2.579069,0.999821,221,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,ADHD,chg_A,-0.078895,-2.578896,0.999994,244,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,ADHD,chg_B,-0.000001,-14.250001,1.000000,244,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,IDENTITY,chg_A,-0.000032,-10.500032,0.999995,241,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,IDENTITY,chg_B,-0.000032,-10.500032,0.999995,241,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,NONE_vs_CONTROL,chg_A,-0.000046,-10.000046,1.000000,246,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,NONE_vs_CONTROL,chg_B,-0.001929,-6.251929,0.999999,246,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,SCREEN,chg_A,-0.000002,-13.500002,0.999999,254,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,SCREEN,chg_B,-0.018159,-4.018159,0.999991,254,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,AGE,chg_A,-0.000075,-9.500075,1.000000,255,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,AGE,chg_B,-0.011066,-4.511066,0.999981,255,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,ADHD,chg_A,-0.100213,-2.350213,0.999993,229,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q044,ADHD,chg_B,-0.000001,-14.000001,1.000000,229,241
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,IDENTITY,chg_A,-0.000049,-10.250049,0.999987,246,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,IDENTITY,chg_B,-0.000049,-10.250049,0.999987,246,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,NONE_vs_CONTROL,chg_A,-0.000098,-9.250098,0.999998,240,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,NONE_vs_CONTROL,chg_B,-0.000002,-13.000002,1.000000,240,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,SCREEN,chg_A,-0.001174,-6.751174,0.999996,251,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,SCREEN,chg_B,-0.000002,-15.250002,0.999999,251,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,AGE,chg_A,-0.000000,-15.875000,1.000000,237,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,AGE,chg_B,-0.000048,-10.250049,0.999987,237,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,ADHD,chg_A,-0.000159,-8.750159,1.000000,243,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q045,ADHD,chg_B,-0.000000,-15.625000,1.000000,243,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,IDENTITY,chg_A,-0.000052,-10.500051,0.999976,237,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,IDENTITY,chg_B,-0.000052,-10.500051,0.999976,237,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,NONE_vs_CONTROL,chg_A,-0.011048,-4.511048,1.000000,240,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,NONE_vs_CONTROL,chg_B,-0.002476,-6.002476,1.000000,240,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,SCREEN,chg_A,-2.350207,-0.100207,1.000000,233,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,SCREEN,chg_B,-0.003255,-5.753255,0.999923,233,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,AGE,chg_A,-0.008615,-4.758615,1.000000,233,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,AGE,chg_B,-0.000711,-7.250711,0.999999,233,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,ADHD,chg_A,-0.474080,-0.974079,0.999997,215,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q046,ADHD,chg_B,-0.000002,-13.500002,1.000000,215,237
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,IDENTITY,chg_A,-0.000068,-11.125068,0.999947,236,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,IDENTITY,chg_B,-0.000068,-11.125068,0.999947,236,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,NONE_vs_CONTROL,chg_A,-0.000912,-7.000912,1.000000,260,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,NONE_vs_CONTROL,chg_B,-0.000126,-9.000126,0.999998,260,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,SCREEN,chg_A,-0.251936,-1.501936,0.999993,253,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,SCREEN,chg_B,-0.000000,-18.500000,1.000000,253,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,AGE,chg_A,-0.000713,-7.250713,0.999997,262,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,AGE,chg_B,-0.000075,-9.500075,0.999999,262,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,ADHD,chg_A,-0.825942,-0.575942,0.999998,240,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q047,ADHD,chg_B,-0.000003,-14.625003,0.999997,240,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,IDENTITY,chg_A,-0.000049,-10.250049,0.999987,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,IDENTITY,chg_B,-0.000049,-10.250049,0.999987,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,NONE_vs_CONTROL,chg_A,-0.000002,-13.500002,1.000000,246,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,NONE_vs_CONTROL,chg_B,-0.006715,-5.006715,1.000000,246,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,SCREEN,chg_A,-0.023248,-3.773248,0.999997,229,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,SCREEN,chg_B,-0.000001,-14.750001,0.999999,229,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,AGE,chg_A,-0.000554,-7.500554,0.999999,245,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,AGE,chg_B,-0.000263,-8.250262,0.999999,245,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,ADHD,chg_A,-0.126933,-2.126933,0.999995,239,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q048,ADHD,chg_B,0.000000,-18.875000,1.000000,239,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,IDENTITY,chg_A,-0.000016,-11.750015,0.999992,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,IDENTITY,chg_B,-0.000016,-11.750015,0.999992,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,NONE_vs_CONTROL,chg_A,-0.000553,-7.500554,0.999999,239,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,NONE_vs_CONTROL,chg_B,-0.006718,-5.006718,0.999997,239,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,SCREEN,chg_A,-0.000060,-9.750060,0.999998,247,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,SCREEN,chg_B,-0.974186,-0.474186,0.999891,247,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,AGE,chg_A,-0.251934,-1.501934,0.999995,251,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,AGE,chg_B,-0.000023,-10.750023,0.999999,251,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,ADHD,chg_A,-0.313269,-1.313269,0.999992,259,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q049,ADHD,chg_B,-0.000011,-12.125010,0.999995,259,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,IDENTITY,chg_A,-0.000692,-7.750692,0.999738,255,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,IDENTITY,chg_B,-0.000692,-7.750692,0.999738,255,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,NONE_vs_CONTROL,chg_A,-0.160225,-1.910225,1.000000,264,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,NONE_vs_CONTROL,chg_B,-0.000431,-7.750431,1.000000,264,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,SCREEN,chg_A,-4.018150,-0.018150,1.000000,259,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,SCREEN,chg_B,0.000000,-17.000000,1.000000,259,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,AGE,chg_A,-0.061969,-2.811969,0.999999,263,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,AGE,chg_B,-0.000008,-11.750008,1.000000,263,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,ADHD,chg_A,-3.288042,-0.038042,0.999999,261,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q050,ADHD,chg_B,-0.000001,-14.250001,1.000000,261,255
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,IDENTITY,chg_A,-0.000540,-8.000541,0.999795,235,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,IDENTITY,chg_B,-0.000540,-8.000541,0.999795,235,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,NONE_vs_CONTROL,chg_A,-0.160224,-1.910224,1.000000,250,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,NONE_vs_CONTROL,chg_B,-0.000912,-7.000912,1.000000,250,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,SCREEN,chg_A,-3.773246,-0.023246,1.000000,257,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,SCREEN,chg_B,-0.000001,-14.875001,0.999999,257,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,AGE,chg_A,-0.825940,-0.575940,1.000000,256,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,AGE,chg_B,-0.000000,-15.750000,1.000000,256,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,ADHD,chg_A,-0.029751,-3.529751,0.999999,253,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q051,ADHD,chg_B,-0.000005,-15.125005,0.999995,253,235
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,IDENTITY,chg_A,-0.000068,-9.750068,0.999991,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,IDENTITY,chg_B,-0.000068,-9.750068,0.999991,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,NONE_vs_CONTROL,chg_A,-0.003178,-5.753179,0.999999,254,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,NONE_vs_CONTROL,chg_B,-0.693152,-0.693152,0.999995,254,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,SCREEN,chg_A,-0.251938,-1.501938,0.999991,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,SCREEN,chg_B,-0.000004,-12.500004,1.000000,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,AGE,chg_A,-0.000017,-11.000017,1.000000,249,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,AGE,chg_B,-0.000337,-8.000338,0.999998,249,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,ADHD,chg_A,-4.511055,-0.011056,0.999992,240,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q052,ADHD,chg_B,-0.000000,-20.625000,1.000000,240,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,IDENTITY,chg_A,-0.000063,-9.750063,0.999996,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,IDENTITY,chg_B,-0.000063,-9.750063,0.999996,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,NONE_vs_CONTROL,chg_A,-0.000022,-10.750022,0.999999,256,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,NONE_vs_CONTROL,chg_B,-0.000159,-8.750158,1.000000,256,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,SCREEN,chg_A,-2.126929,-0.126929,0.999999,243,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,SCREEN,chg_B,-0.000002,-13.500002,1.000000,243,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,AGE,chg_A,-0.000336,-8.000336,1.000000,253,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,AGE,chg_B,-0.000911,-7.000911,1.000000,253,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,ADHD,chg_A,-4.758615,-0.008615,0.999999,249,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q053,ADHD,chg_B,-0.001172,-6.751172,0.999998,249,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,IDENTITY,chg_A,-0.000031,-10.500031,0.999996,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,IDENTITY,chg_B,-0.000031,-10.500031,0.999996,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,NONE_vs_CONTROL,chg_A,-0.000005,-13.000005,0.999997,254,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,NONE_vs_CONTROL,chg_B,-0.000005,-14.125005,0.999996,254,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,SCREEN,chg_A,-0.048618,-3.048618,0.999969,173,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,SCREEN,chg_B,-0.000001,-14.500001,1.000000,173,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,AGE,chg_A,-0.000016,-11.250016,0.999997,248,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,AGE,chg_B,-0.000047,-10.000048,0.999998,248,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,ADHD,chg_A,-0.386880,-1.136880,0.999991,263,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q054,ADHD,chg_B,-0.000003,-13.250003,0.999999,263,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,IDENTITY,chg_A,-0.001048,-7.251048,0.999662,228,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,IDENTITY,chg_B,-0.001048,-7.251048,0.999662,228,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,NONE_vs_CONTROL,chg_A,-0.004085,-5.504085,0.999994,250,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,NONE_vs_CONTROL,chg_B,-0.000124,-9.000124,0.999999,250,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,SCREEN,chg_A,-7.500553,-0.000553,1.000000,243,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,SCREEN,chg_B,-0.000000,-17.250000,1.000000,243,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,AGE,chg_A,-0.000046,-10.000046,1.000000,246,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,AGE,chg_B,-0.001172,-6.751172,0.999998,246,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,ADHD,chg_A,-0.061968,-2.811968,1.000000,258,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q055,ADHD,chg_B,-0.000019,-11.000019,0.999998,258,228
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,IDENTITY,chg_A,-0.000028,-14.000029,0.999972,231,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,IDENTITY,chg_B,-0.000028,-14.000029,0.999972,231,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,NONE_vs_CONTROL,chg_A,-0.000262,-8.250262,0.999999,249,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,NONE_vs_CONTROL,chg_B,-0.011051,-4.511051,0.999996,249,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,SCREEN,chg_A,-0.018161,-4.018161,0.999989,252,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,SCREEN,chg_B,-0.000000,-15.000000,1.000000,252,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,AGE,chg_A,-0.003191,-5.753191,0.999987,236,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,AGE,chg_B,-0.000772,-7.750772,0.999659,236,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,ADHD,chg_A,-1.701472,-0.201472,0.999942,238,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q056,ADHD,chg_B,-0.000002,-14.875002,0.999998,238,231
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,IDENTITY,chg_A,-0.000005,-12.750005,0.999998,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,IDENTITY,chg_B,-0.000005,-12.750005,0.999998,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,NONE_vs_CONTROL,chg_A,-0.201418,-1.701418,0.999995,243,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,NONE_vs_CONTROL,chg_B,-0.002476,-6.002476,1.000000,243,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,SCREEN,chg_A,-1.701424,-0.201424,0.999989,259,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,SCREEN,chg_B,-0.000079,-9.500078,0.999996,259,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,AGE,chg_A,-0.313296,-1.313296,0.999966,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,AGE,chg_B,-0.000006,-12.250006,0.999999,253,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,ADHD,chg_A,-0.011079,-4.511079,0.999969,255,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q057,ADHD,chg_B,-0.000005,-16.750004,0.999995,255,253
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,IDENTITY,chg_A,-0.000083,-9.500083,0.999992,263,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,IDENTITY,chg_B,-0.000083,-9.500083,0.999992,263,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,NONE_vs_CONTROL,chg_A,-0.003178,-5.753178,0.999999,251,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,NONE_vs_CONTROL,chg_B,-0.000555,-7.500556,0.999998,251,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,SCREEN,chg_A,-6.751171,-0.001171,0.999999,256,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,SCREEN,chg_B,-0.000001,-15.750001,0.999999,256,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,AGE,chg_A,-3.529751,-0.029751,1.000000,256,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,AGE,chg_B,-0.000175,-8.750175,0.999983,256,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,ADHD,chg_A,-0.693153,-0.693153,0.999994,265,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q058,ADHD,chg_B,-0.000001,-14.750001,1.000000,265,263
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,IDENTITY,chg_A,-0.000055,-10.875055,0.999964,252,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,IDENTITY,chg_B,-0.000055,-10.875055,0.999964,252,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,NONE_vs_CONTROL,chg_A,-0.000916,-7.000916,0.999995,255,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,NONE_vs_CONTROL,chg_B,-0.001178,-6.751178,0.999992,255,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,SCREEN,chg_A,-5.753179,-0.003179,0.999999,250,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,SCREEN,chg_B,-0.000002,-13.000002,1.000000,250,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,AGE,chg_A,-0.061998,-2.811997,0.999970,256,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,AGE,chg_B,-0.004095,-5.504095,0.999983,256,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,ADHD,chg_A,-1.910228,-0.160228,0.999996,244,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q059,ADHD,chg_B,-0.000433,-7.750432,0.999998,244,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,IDENTITY,chg_A,-0.005269,-5.255269,0.999965,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,IDENTITY,chg_B,-0.005269,-5.255269,0.999965,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,NONE_vs_CONTROL,chg_A,-0.000096,-9.250096,1.000000,246,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,NONE_vs_CONTROL,chg_B,-0.008617,-4.758617,0.999997,246,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,SCREEN,chg_A,-0.004079,-5.504079,1.000000,254,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,SCREEN,chg_B,-0.000265,-8.250265,0.999996,254,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,AGE,chg_A,-0.000046,-10.000046,1.000000,256,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,AGE,chg_B,-0.000917,-7.000916,0.999995,256,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,ADHD,chg_A,-6.002476,-0.002476,1.000000,246,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q060,ADHD,chg_B,-0.000001,-16.250000,0.999999,246,251
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,IDENTITY,chg_A,-0.000338,-8.000339,0.999997,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,IDENTITY,chg_B,-0.000338,-8.000339,0.999997,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,NONE_vs_CONTROL,chg_A,-0.008616,-4.758616,0.999999,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,NONE_vs_CONTROL,chg_B,-0.001171,-6.751171,0.999999,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,SCREEN,chg_A,-0.008616,-4.758616,0.999998,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,SCREEN,chg_B,-0.001930,-6.251930,0.999999,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,AGE,chg_A,-0.000123,-9.000123,1.000000,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,AGE,chg_B,-0.002476,-6.002476,1.000000,255,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,ADHD,chg_A,-2.126928,-0.126928,1.000000,250,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q001,ADHD,chg_B,-0.003179,-5.753179,0.999999,250,257
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,IDENTITY,chg_A,-0.000450,-7.750450,0.999980,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,IDENTITY,chg_B,-0.000450,-7.750450,0.999980,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,NONE_vs_CONTROL,chg_A,-0.005246,-5.255247,0.999987,187,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,NONE_vs_CONTROL,chg_B,-0.000371,-8.000371,0.999965,187,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,SCREEN,chg_A,-0.313262,-1.313262,1.000000,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,SCREEN,chg_B,-0.011048,-4.511048,1.000000,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,AGE,chg_A,-3.529751,-0.029751,1.000000,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,AGE,chg_B,-0.000001,-14.250001,1.000000,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,ADHD,chg_A,-0.000336,-8.000336,1.000000,233,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q002,ADHD,chg_B,-0.100207,-2.350207,0.999999,233,188
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,IDENTITY,chg_A,-0.000008,-12.000009,0.999998,230,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,IDENTITY,chg_B,-0.000008,-12.000009,0.999998,230,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,NONE_vs_CONTROL,chg_A,-0.000028,-10.500028,1.000000,222,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,NONE_vs_CONTROL,chg_B,-0.000336,-8.000336,1.000000,222,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,SCREEN,chg_A,-0.000013,-11.250013,1.000000,242,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,SCREEN,chg_B,-0.251929,-1.501929,1.000000,242,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,AGE,chg_A,-0.001502,-6.501503,1.000000,243,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,AGE,chg_B,-0.002477,-6.002477,0.999999,243,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,ADHD,chg_A,-0.001502,-6.501503,1.000000,251,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q003,ADHD,chg_B,-0.029756,-3.529757,0.999994,251,230
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q004,IDENTITY,chg_A,-0.000020,-11.500020,0.999990,243,243
Qwen/Qwen2.5-7B-Instruct,qwen,llama,Q004,IDENTITY,chg_B,-0.000020,-11.500020,0.999990,243,243
