model,model_key,condition,label,task_id,family,correct,answer_key,raw_output
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T117,table,0,1669,2279
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T118,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T119,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T120,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T121,table,0,503,502
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T122,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T123,table,0,South,340
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T124,table,1,1914,1914
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T125,table,0,499,316
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T126,table,1,1865,1865
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T127,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T128,table,1,2623,2623
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T129,table,1,617,617
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T130,table,0,West,South
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T131,table,0,529,429
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T132,table,1,2156,2156
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T133,table,1,East,East
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T134,table,0,504,404
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T135,table,0,South,East
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T136,table,0,637,717
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T137,table,0,479,189
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T138,table,0,1792,1790
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T139,table,1,492,492
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T140,table,0,760,459
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T141,table,1,473,473
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T142,table,0,Central,North
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T143,table,1,South,South
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T144,table,0,294,314
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T145,table,1,160,160
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T146,logic,0,Devon,2
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T147,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T148,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T149,logic,1,Frankie,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T150,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T151,logic,0,Devon,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T152,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T153,logic,0,Casey,Ellis
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T154,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T155,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T156,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T157,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T158,logic,0,Devon,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T159,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T160,logic,0,Bailey,2
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T161,logic,0,Devon,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T162,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T163,logic,0,Frankie,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T164,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T165,logic,0,Bailey,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T166,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T167,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T168,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T169,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T170,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T171,rate,1,2,2
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T172,rate,1,10,10
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T173,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T174,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T175,rate,1,180,180
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T176,rate,1,1.2,1.2
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T177,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T178,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T179,rate,1,3,3
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T180,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T181,rate,1,3.2,3.2
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T182,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T183,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T184,rate,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T185,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T186,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T187,rate,1,5,5
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T188,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T189,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T190,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T191,rate,0,5.33333,5
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T192,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T193,rate,0,2.66667,2.67
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T194,rate,0,5.33333,5
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T195,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T196,rate,1,4.5,4.5
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T197,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T198,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T199,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,S02,Deaf,T200,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T001,percentage,0,3480,3360
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T002,percentage,1,312.5,312.5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T003,percentage,1,288,288
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T004,percentage,0,1044,1053
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T005,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T006,percentage,1,26.4,26.4
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T007,percentage,0,697,687
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T008,percentage,1,540,540
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T009,percentage,1,127.5,127.5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T010,percentage,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T011,percentage,1,1408,1408
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T012,percentage,1,119,119
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T013,percentage,1,528,528
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T014,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T015,percentage,0,552.5,557.5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T016,percentage,1,672,672
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T017,percentage,1,2560,2560
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T018,percentage,1,422.4,422.4
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T019,percentage,1,192,192
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T020,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T021,percentage,1,108,108
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T022,percentage,0,196.8,194.4
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T023,percentage,1,225,225
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T024,percentage,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T025,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T026,percentage,1,352,352
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T027,percentage,1,960,960
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T028,percentage,1,324,324
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T029,percentage,1,420,420
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T030,percentage,0,849.6,850
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T031,percentage,0,476,472
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T032,percentage,1,1100,1100
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T033,percentage,1,1560,1560
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T034,percentage,1,196,196
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T035,percentage,1,156,156
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T036,word_problem,0,4374,486
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T037,word_problem,1,3500,3500
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T038,word_problem,0,3360,840
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T039,word_problem,0,4200,1470
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T040,word_problem,0,1728,576
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T041,word_problem,1,3600,3600
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T042,word_problem,0,12600,7350
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T043,word_problem,0,3630,385
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T044,word_problem,0,8064,3360
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T045,word_problem,0,12600,10500
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T046,word_problem,0,7840,11960
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T047,word_problem,0,6720,1680
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T048,word_problem,1,6000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T049,word_problem,0,6480,720
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T050,word_problem,0,4375,1750
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T051,word_problem,0,2700,450
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T052,word_problem,0,1680,840
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T053,word_problem,0,6930,7140
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T054,word_problem,0,4752,4356
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T055,word_problem,0,6480,540
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T056,word_problem,0,2916,3402
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T057,word_problem,0,3456,2880
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T058,word_problem,0,4800,1200
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T059,word_problem,1,4200,4200
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T060,word_problem,0,5250,4250
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T061,word_problem,0,4410,1190
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T062,word_problem,0,4752,4356
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T063,word_problem,0,6000,600
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T064,word_problem,0,5000,500
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T065,word_problem,0,10080,840
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T066,conversion,1,2160,2160
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T067,conversion,0,1152,3552
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T068,conversion,1,630,630
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T069,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T070,conversion,1,900,900
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T071,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T072,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T073,conversion,1,1440,1440
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T074,conversion,0,864,288
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T075,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T076,conversion,1,24000,24000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T077,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T078,conversion,1,3000,3000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T079,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T080,conversion,1,3000,3000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T081,conversion,0,60000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T082,conversion,1,36000,36000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T083,conversion,1,15000,15000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T084,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T085,conversion,1,105,105
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T086,conversion,1,360,360
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T087,conversion,1,7000,7000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T088,conversion,1,72,72
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T089,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T090,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T091,date,0,25 April 2026,24 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T092,date,0,10 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T093,date,1,27 April 2026,27 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T094,date,0,26 November 2026,25 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T095,date,0,08 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T096,date,0,11 November 2026,15 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T097,date,0,16 March 2026,15 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T098,date,0,01 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T099,date,0,16 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T100,date,0,12 June 2026,13 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T101,date,0,24 June 2026,23 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T102,date,0,25 July 2026,23 July 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T103,date,1,14 November 2026,14 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T104,date,0,06 February 2027,18 February 2027
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T105,date,0,08 May 2026,30 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T106,date,1,30 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T107,date,0,05 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T108,date,0,08 October 2026,15 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T109,date,0,10 August 2026,14 September 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T110,date,0,17 December 2026,28 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T111,date,0,13 January 2027,31 January 2027
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T112,date,0,07 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T113,date,0,26 August 2026,30 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T114,date,0,26 January 2026,25 February 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T115,date,0,18 September 2026,17 September 2026
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T116,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T117,table,0,1669,2279
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T118,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T119,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T120,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T121,table,0,503,502
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T122,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T123,table,0,South,340
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T124,table,1,1914,1914
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T125,table,0,499,316
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T126,table,1,1865,1865
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T127,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T128,table,1,2623,2623
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T129,table,1,617,617
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T130,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T131,table,0,529,229
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T132,table,0,2156,2056
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T133,table,1,East,East
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T134,table,0,504,404
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T135,table,0,South,East
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T136,table,0,637,717
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T137,table,0,479,189
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T138,table,0,1792,1992
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T139,table,1,492,492
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T140,table,0,760,459
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T141,table,1,473,473
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T142,table,0,Central,North
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T143,table,1,South,South
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T144,table,0,294,314
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T145,table,1,160,160
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T146,logic,0,Devon,2
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T147,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T148,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T149,logic,1,Frankie,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T150,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T151,logic,0,Devon,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T152,logic,0,Gray,Ellis
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T153,logic,0,Casey,Ellis
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T154,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T155,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T156,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T157,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T158,logic,0,Devon,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T159,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T160,logic,0,Bailey,2
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T161,logic,0,Devon,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T162,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T163,logic,0,Frankie,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T164,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T165,logic,0,Bailey,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T166,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T167,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T168,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T169,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T170,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T171,rate,1,2,2
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T172,rate,1,10,10
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T173,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T174,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T175,rate,1,180,180
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T176,rate,1,1.2,1.2
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T177,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T178,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T179,rate,1,3,3
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T180,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T181,rate,1,3.2,3.2
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T182,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T183,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T184,rate,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T185,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T186,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T187,rate,1,5,5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T188,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T189,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T190,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T191,rate,0,5.33333,5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T192,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T193,rate,0,2.66667,2.67
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T194,rate,0,5.33333,5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T195,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T196,rate,1,4.5,4.5
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T197,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T198,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T199,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,S03,autistic,T200,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T001,percentage,0,3480,3420
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T002,percentage,1,312.5,312.5
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T003,percentage,1,288,288
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T004,percentage,0,1044,1053
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T005,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T006,percentage,1,26.4,26.4
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T007,percentage,0,697,687
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T008,percentage,1,540,540
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T009,percentage,1,127.5,127.5
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T010,percentage,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T011,percentage,1,1408,1408
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T012,percentage,1,119,119
Qwen/Qwen2.5-7B-Instruct,qwen,S04,ADHD,T013,percentage,1,528,528
